id	pdf_page	starred_heading	contains_editorial_star	first_line
16.98	105	0	0	Suppose that G is a solvable finite group and A is a group of automorphisms
16.99	105	0	0	Suppose that G is a finite solvable group, A ⩽ Aut G, CG (A) = 1, the orders
16.100	105	0	0	Is there an (infinite) 2-generator simple group G such that Aut F2 is transitive
16.102	105	0	0	We say that a group G is rational if any two elements x, y ∈ G satisfying
16.105	105	0	0	Is it true that a locally graded group which is a product of two almost
16.108	105	0	0	Do braid groups Bn , n > 4, have non-elementary hyperbolic factor groups?
16.110	105	0	0	(I. Kapovich, P. Schupp). Is there an algorithm which, when given two
16.111	105	0	0	Must an infinite simple periodic group with a dihedral Sylow 2-subgroup be
17.1	106	0	0	(I. M. Isaacs). Does there exist a finite group partitioned by subgroups of equal
17.4	106	0	0	Let x be a right 4-Engel element of a group G.
17.5	106	0	0	Is the nilpotency class of a nilpotent group generated by d left 3-Engel elements
17.6	106	0	0	a) Is there a function f : N × N → N such that every nilpotent group generated
17.7	106	0	0	a) Is there a group in which the set of right Engel elements does not form a
17.8	106	0	0	a) Is there a group containing a right Engel element which is not a left Engel
17.9	106	0	0	Is there a group containing a left Engel element whose inverse is not a left
17.10	106	0	0	Is there a group containing a right 4-Engel element which does not belong to
17.11	106	0	0	Is there a group containing a left 3-Engel element which does not belong to
17.13	106	0	0	Let G be a totally imprimitive p-group of finitary permutations on an infinite
17.15	107	0	0	Construct an algorithm which, for a given polynomial f ∈ Z[x1 , x2 , . . . , xn ],
17.16	107	0	0	Let A be an Artin group of finite type, that is, the corresponding Coxeter
17.18	107	0	0	Let A be the class of compact groups A with the property that whenever two
17.22	107	0	0	Suppose A is a group which belongs to a variety V of groups, and which is
17.23	107	0	0	Suppose the full symmetric group S on a countably infinite set is generated
17.25	107	0	0	(S. P. Farbman). Let X be the set of complex numbers α such that the group
17.26	107	0	0	Are the classes of right-orderable and right-ordered groups closed under taking
17.27	108	0	0	Can the free product of two ordered groups with order-isomorphic amalga-
17.30	108	0	0	Is there a constant l such that every finitely presented soluble group has a
17.31	108	0	0	Can a soluble right-orderable group have finite quotient by the derived sub-
17.32	108	1	1	Is the following analogue of the Cayley–Hamilton theorem true for the free
17.33	108	0	0	Can the quasivariety generated by the group ⟨a, b | a−1 ba = b−1 ⟩ be defined
17.34	108	0	0	Let Nc be the quasivariety of nilpotent torsion-free groups of class at most c.
17.37	108	1	1	Is there an integer n such that for all m > n the alternating group A
17.38	108	0	0	A formation F is called radical in a class H if F ⊆ H and in every H-group
17.39	108	0	0	Is there a positive integer n such that the hypercenter of any finite soluble
17.41	109	0	0	Let S be a solvable subgroup of a finite group G that has no nontrivial solvable
17.42	109	1	1	Let G be a simple algebraic group of adjoint type over the algebraic closure
17.43	109	0	0	Let π be a set of primes. Find all finite simple Dπ -groups (see Archive, 3.62)
17.45	109	0	0	c) A subgroup H of a group G is called pronormal if H and H g are conjugate
17.47	110	1	1	Let G be a nilpotent group in which every coset x[G, G] for x ̸∈ [G, G]
17.48	110	0	0	Does the free product of two groups with stable first-order theory also have
17.49	110	0	0	Is it consistent with ZFC that every non-discrete topological group contains
17.51	110	0	0	Is it true that every non-discrete topological group containing no countable
17.52	110	0	0	(N. Eggert). Let R be a commutative associative finite-dimensional nilpotent
17.53	110	0	0	A finite group G is called simply reducible (SR-group) if every element of G is
17.54	110	0	0	Does there exist a non-hereditary local formation F of finite groups such
17.56	110	1	1	Suppose that a subgroup H of a finite group G is such that HM = M H for
17.57	111	0	0	Let r(m) = {r +km | k ∈ Z} for integers 0 ⩽ r < m. For r1 (m1 )∩r2 (m2 ) = ∅
17.58	111	0	0	Does CT(Z) have subgroups of intermediate (word-) growth?               S. Kohl
17.59	111	0	0	A permutation of Z is called residue-class-wise affine if there is a positive
17.60	111	0	0	Given a set P of odd primes, let CTP (Z) denote the subgroup of CT(Z)
17.61	111	0	0	The group CTP (Z) is finitely generated if and only if P is finite. If
17.62	111	1	1	Given a free group F and a proper characteristic subgroup C, is it ever
17.63	111	0	0	Prove that if p is an odd prime and s is a positive integer, then there are only
17.64	111	0	0	Say that a group G is an n-approximation to the Nottingham group J =
17.65	111	0	0	If Problem 17.64 has an affirmative answer, does it follow that, for some
17.66	112	0	0	(R. Guralnick). Does there exist a positive integer d such that dim H 1 (G, V ) ⩽
17.68	112	0	0	Let C be a cyclic subgroup of a group G and G = CF C where F is a finite
17.69	112	0	0	Let G be a group of prime exponent acting freely on a non-trivial abelian
17.70	112	0	0	Let α be an automorphism of prime order q of an infinite free Burnside group
17.71	112	0	0	b) Let α be a fixed-point-free automorphism of prime order p of a periodic
17.72	112	0	0	b) Let AB be a Frobenius group with kernel A and complement B. Suppose
17.75	112	1	1	Can the Monster M act on a nontrivial finite 3-group V so that all elements
17.76	112	1	1	Does there exist a finite group G, with |G| > 2, such that there is exactly
17.78	112	0	0	Does there exist a finitely generated group without free subsemigroups gen-
17.80	112	0	0	Let [u, n v] := [u, v, . . . , v ]. Is the group Mn = ⟨x, y | x = [x, n y], y = [y, n x] ⟩
17.81	113	0	0	Given normal  subgroups R1 , . . . , Rn of a group G, let [[R1 , . . . , Rn ]] :=
17.83	113	0	0	Does there exist a group such that every central extension of it is residually
17.84	113	0	0	An associative algebra A is said to be Calabi–Yau of dimension d (for short,
17.85	113	0	0	Let V be a variety of groups such that any free group in V has torsion-free
17.86	113	0	0	(Simplest questions related to the Whitehead asphericity conjecture). Let
17.87	113	0	0	Construct a group of intermediate growth with finitely generated Schur mul-
17.88	113	0	0	Compute K0 (F2 G) and K1 (F2 G), where G is the first Grigorchuk group,
17.89	113	0	0	By Bousfield’s theorem, the free pronilpotent completion of a non-cyclic free
17.90	113	0	0	(G. Baumslag). A group is parafree if it is residually nilpotent and has the
17.91	113	0	0	Let d(X) denote the derived length of a group X.
17.93	114	0	0	(Well-known problem). Let G be a compact topological group which has
17.94	114	0	1	(Well-known problem). Can the free product Z ∗ G of the infinite cyclic group
17.95	114	0	0	Let G be a permutation group on the finite set Ω. A partition ρ of Ω is said
17.96	114	0	0	Does there exist a variety of groups which contains only countably many
17.97	114	0	0	Is every variety of groups of exponent 4 finitely based?           P. M. Neumann
17.98	114	0	0	A variety of groups is said to be small if it contains only countably many
17.99	114	1	1	Consider the group B = ⟨a, b | (bab−1 )a(bab−1 )−1 = a2 ⟩ introduced by
17.100	114	0	0	Conjecture: A finite group is not simple if it has an irreducible complex
17.101	115	0	0	According to P. Hall, a group G is said to be homogeneous if every iso-
17.102	115	1	1	We say that two subsets A, B of an infinite group G are separated if there
17.103	115	0	0	Does there exist a continuum of sets π of primes for which every finite group
17.104	115	0	0	Let Γ be a finite non-oriented graph on the set of vertices {x1 , . . . , xn } and let
17.105	115	0	0	An equation over a pro-p-group G is an expression v(x) = 1, where v(x) is an
17.107	115	0	0	Does G = SL2 (C) contain a 2-generated free subgroup that is conjugate in G
17.109	115	0	0	A non-trivial group word w is uniformly elliptic in a class C if there is
17.110	116	0	0	a) Is it true that for each word w, there is a function h : N × N → N such
17.112	116	0	0	A subgroup A of a group G is said to be G-permutable in G if for every
17.113	116	0	0	Do there exist for p > 3 2-generator finite p-groups with deficiency zero (see
17.114	116	0	0	Does every generalized free product (with amalgamation) of two non-trivial
17.115	116	0	0	Can a locally free non-abelian group have non-trivial Frattini subgroup?
17.117	116	0	1	(Well-known problem). If groups A and B have decidable elementary theo-
17.118	116	0	0	Suppose that a finite p-group G has a subgroup of exponent p and of index p.
17.119	116	0	0	Suppose that a finite soluble group G admits a soluble group of automor-
17.120	116	0	0	Is a residually finite group all of whose subgroups of infinite index are finite
17.121	117	0	0	Let G be a group whose set of elements is the real numbers and which is
17.122	117	0	0	The same questions as 17.121 for an abelian group G.                   S. Shelah
17.123	117	0	0	Do there exist finite groups G1 , G2 such that πe (G1 ) = πe (G2 ), h(πe (G1 )) <
17.124	117	0	0	Is the set of finitely presented metabelian groups recursively enumerable?
17.125	117	0	0	Does every finite group G contain a pair of conjugate elements a, b such that
17.126	117	0	0	Suppose that G is a residually finite group satisfying the identity [x, y]n = 1.
17.127	117	0	0	Suppose that a finite soluble group G of derived length d admits an elemen-
17.128	117	0	0	Let T be a finite p-group admitting an elementary abelian group of auto-
18.1	118	1	1	Given a group G of finite order n, does there necessarily exist a bijection f
18.2	118	0	0	Let the group G = AB be the product of two Chernikov subgroups A and B
18.3	118	0	0	Let the group G = AB be the product of two central-by-finite subgroups A
18.4	118	0	0	(A. Rhemtulla, S. Sidki). a) Is a group of the form G = ABA with cyclic
18.5	118	0	0	Let the (soluble) group G = AB with finite torsion-free rank r0 (G) be the
18.6	118	0	0	Is every finitely generated one-relator group residually amenable?
18.7	118	0	0	Let n ⩾ 665 be an odd integer. Is it true that the group of outer automorphisms
18.8	118	0	0	Let X be a class of finite simple groups such that π(X ) = char(X ). A formation
18.10	118	0	0	A formation F of finite groups satisfies the Wielandt property for residuals if
18.11	118	0	1	Let G and H be subgroups of the automorphism group Aut(Fn ) of a free group
18.12	119	0	0	Let G be a finitely generated group of intermediate growth. Is it true that
18.13	119	0	1	(D. B. A. Epstein). Is it true that the group H = (Z3 × Z) ∗ (Z2 × Z) =
18.14	119	1	1	For an automorphism φ ∈ Aut(G) of a group G, let [e] = {g −1 g φ | g ∈ G}.
18.16	119	1	1	Is it true that any definable endomorphism of any ordered abelian group is
18.18	119	0	0	Mal’cev proved that the set of sentences that hold in all finite groups is not
18.19	119	0	0	Is any torsion-free, relatively free group of infinite rank not ℵ1 -homoge-
18.20	119	0	0	Characters φ and ψ of a finite group G are said to be semiproportional if
18.21	119	0	0	(B. H. Neumann and H. Neumann). Fix an integer d ⩾ 2. If V is a variety of
18.22	119	0	0	(H. Neumann). Is the Kostrikin variety of all locally finite groups of given
18.24	120	0	0	For a group G, a function ϕ : G → R is a quasimorphism if there is a least
18.25	120	0	0	Let form(G) be the formation generated by a finite group G. Suppose that G
18.26	120	0	0	Suppose that a finite group G has a normal series 1 < G1 < G2 < G such
18.27	120	0	0	Does there exist an algorithm that determines whether there are finitely many
18.28	120	0	0	Is it true that any subformation of every one-generator formation form(G) is
18.29	120	0	0	Let F be a Fitting class of finite soluble groups which contains every soluble
18.34	120	0	0	Let G be a topological group and S = G0 ⩽ . . . ⩽ Gn = G a subnormal series
18.35	120	0	0	A family F of group homomorphisms A → B is separating if for every
18.36	121	1	1	There are groups of cardinality at most 2ℵ0 , even nilpotent of class 2,
18.37	121	0	0	(Well-known problem). Is every locally graded group of finite rank almost
18.38	121	1	1	Let E denote the class of finite groups that contain a Hall π-subgroup.
18.39	121	0	0	Conjecture: Let G be a hyperbolic group. Then every 2-dimensional rational
18.40	121	0	0	The commutator length cl(g) of g ∈ [G, G] is the least number of com-
18.41	121	0	0	Let F be a free group of rank 2.
18.42	122	0	0	For an orientation-preserving homeomorphism f : S 1 → S 1 of a unit circle
18.43	122	0	0	a) Do there exist elements u, v of a 2-generator free group F (a, b) such that
18.44	122	0	0	Let G be a finite non-abelian group and V a finite faithful irreducible G-
18.45	122	0	0	Let G be a finite p-group of maximal class such that all its irreducible charac-
18.46	122	0	0	Every finite group G can be embedded in a group H in such a way that every
18.47	122	0	0	Is it algorithmically decidable whether a group generated by three given class
18.48	123	0	0	Is it true that there are only finitely many integers which occur as orders of
18.50	123	1	1	Let n ∈ N. Is it true that for every k ∈ {1, . . . , n!} there is some group G and
18.51	123	0	0	Given a prime p and n ∈ N, let fp (n) be the smallest number such that there
18.53	123	0	0	Is there a non-linear simple locally finite group in which every centralizer of a
18.54	123	0	0	Can a group be equal to the union of conjugates of a proper finite nonabelian
18.55	123	0	0	a) Can a locally finite p-group G of finite exponent be the union of conjugates
18.56	123	0	0	Let G be a finite 2-group, of order greater than 2, such that |H/HG | ⩽ 2
18.58	123	0	0	Let G be a group generated by finite number n of involutions in which
18.59	123	0	0	Does there exist a periodic group G such that G contains an involution, all
18.60	124	0	1	Let V be an infinite countable elementary abelian additive 2-group. Does
18.61	124	0	0	Is a 2-group nilpotent if all its finite subgroups are nilpotent of class at most 3?
18.62	124	0	0	The spectrum of a finite group is the set of orders of its elements. Let ω be a
18.63	124	0	0	Let G be a periodic group generated by two fixed-point-free automorphisms
18.64	124	0	0	(K. Harada). Conjecture: Let G be a finite group, P
18.65	124	0	0	(R. Guralnick, G. Malle). Conjecture: Let p be a prime different from 5, and
18.66	124	0	0	Suppose that a finite group G admits a Frobenius group of automorphisms
18.67	124	0	0	Suppose that a finite group G admits a Frobenius group of automorphisms
18.68	125	0	0	What are the nonabelian composition factors of a finite nonsoluble group all
18.69	125	0	0	Does there exist a relatively free group G containing a free subsemigroup and
18.70	125	0	0	Is every finitely generated Coxeter group conjugacy separable?
18.71	125	1	1	(N. Aronszajn). Suppose that W (x, y) = 1 in an open subset of G × G,
18.72	125	0	0	Is it true that an existentially closed subgroup of a nonabelian free group of fi-
18.73	125	0	0	a) Does every finitely generated solvable group of derived length l ⩾ 2 embed
18.74	125	0	0	Let G be a finitely generated elementary amenable group which is not virtually
18.76	125	0	0	Let A be a division ring, G a subgroup of the multiplicative group of A, and
18.77	126	0	0	Let G be a finite p-group and let pe be the largest degree  T of an irreducible
18.78	126	0	0	Let K t G be a twisted group algebra of the finite group G over the field K.
18.79	126	0	0	Let K[G] be the group algebra of the finitely generated group G over the field
18.80	126	0	0	(I. Kaplansky). For G ̸= 1, show that the augmentation ideal of the group
18.81	126	0	0	Let G be a finitely generated p-group that is residually finite. Are all maximal
18.83	126	0	0	A generating system X of a group G is fast if there is an integer n such that
18.84	126	0	0	Let π be a set of primes. We say that a finite group is a BSπ -group if every
18.85	126	0	0	A subset of a group is said to be rational if it can be obtained from finite
18.87	127	0	0	A system of equations with coefficients in a group G is said to be independent
18.88	127	0	0	Can a finitely generated infinite group of finite exponent be the quotient of a
18.89	127	1	1	Consider the set of balanced presentations ⟨x , . . . , x | r , . . . , r ⟩ with fixed
18.90	127	0	0	Prove that the group Y (m, n) = ⟨a1 , a2 , . . . , am | ank = 1 (1 ⩽ k ⩽
18.92	128	0	0	A non-empty set θ of formations is called a complete lattice of formations
18.93	128	0	0	Let M be a one-generated saturated formation, that is, the intersection of all
18.96	128	0	0	Suppose that a periodic group G contains involutions and the centralizer of
18.97	128	0	0	Let G be a periodic Zassenhaus group, that is, a two-transitive permutation
18.98	128	0	0	The work of many authors shows that most finite simple groups are generated
18.99	128	0	0	Let cd(G) be the set of all complex irreducible character degrees of a finite
18.100	129	0	1	For a given class of groups X, let (X, ∞)∗ denote the class of groups in which
18.102	129	0	0	(E. C. Dade). Let C be a Carter subgroup of a finite solvable group G, and
18.103	129	0	0	A group is said to be minimax if it has a finite subnormal series each of
18.104	129	0	0	Construct an example of a pro-p group G and a proper abstract normal
18.105	129	0	0	Let R be the formal power series algebra in commuting indeterminates
18.106	129	0	0	Let R be a group that acts coprimely on the finite group G. Let p be a
18.107	129	0	0	Is there a finitely generated infinite residually finite p-group such that every
18.108	130	0	0	A group G is said to have property (τ ) if its trivial representation is an
18.109	130	0	0	Is it true that a group satisfying Kazhdan’s property (T) cannot homomor-
18.110	130	0	0	The non-p-soluble length of a finite group G is the number of non-p-soluble
18.111	130	0	0	Let G be a discrete countable group, given as a central extension 0 → Z →
18.113	130	0	0	Let M be a finite set of finite simple nonabelian groups. Is it true that a
18.114	130	0	0	Does there exist an irreducible 5′ -subgroup G of GL(V ) for some finite F5 -
18.116	130	0	0	Given a finite 2-group G of order 2n , does there exist a finite set S of rational
18.117	131	0	0	Is every element of a nonabelian finite simple group a commutator of two
18.118	131	0	0	Let G be a profinite group such that G/Z(G) is periodic. Is [G, G] necessarily
18.119	131	0	0	A multilinear commutator word is any commutator of weight n in n distinct
18.120	131	0	0	Let P = AB be a finite p-group factorized by an abelian subgroup A and
19.1	132	0	0	An element g of a group G is a non-near generator of G if for every subset
19.2	132	0	0	For a subgroup L of a group G, let LG denote the largest normal subgroup of
19.3	132	0	1	Let G = A ∗H B be the generalized free product of groups A and B with
19.4	132	0	0	a) If G is the free product of infinitely many finitely generated free groups with
19.5	132	0	0	If G is the free product of infinitely many finitely generated abelian groups
19.6	132	0	1	Let G = A ∗H B be the generalized free product of groups A and B with
19.7	133	0	0	The group of virtual pure braids V Pn , n ⩾ 2, is generated by elements λij ,
19.8	133	1	1	A word in an alphabet A = {a , a , . . . , a } is called a palindrome if it reads
19.9	133	0	0	Let G be a finitely generated linear group.
19.10	133	0	1	∗ a) Is it possible to embed a finitely generated non-abelian free pro-p group
19.11	133	0	0	Does there exist a constant c such that the number of conjugacy classes in a
19.12	133	0	0	A finite group G is called conjugacy-expansive if for every normal subset N
19.13	134	0	0	The well-known Baer–Suzuki theorem states that if every two conjugates of
19.14	134	0	0	Let G be a finite group such that the quasivariety generated by all its Sylow
19.15	134	0	0	For a class of groups M , let L(M ) denote the class of all groups G in which
19.16	134	0	0	(C. Drutu and M. Sapir). Is every free-by-cyclic group of the form Fn ⋊ Z
19.17	134	0	0	(Well-known problem). Suppose that G is a finitely presented group such that
19.18	134	0	0	Given an infinite set Ω, define an algebra A (the reduced incidence algebra of
19.19	134	0	0	A finite transitive permutation group G is said to have the road closure
19.20	135	0	0	For a finite group G, let End(G) denote the semigroup of endomorphisms
19.21	135	0	0	Can a non-discrete, compactly generated, topologically simple, locally com-
19.22	135	0	1	Let S denote the class of nondiscrete compactly generated, topologically
19.26	135	0	0	(Y. O. Hamidoune). Suppose that A and B are finite subsets of a group G
19.27	135	0	0	(Well-known question). A finitely generated group G that acts on a tree in
19.28	135	0	0	Let G be a group, and φ an automorphism of G. Elements x, y ∈ G are said
19.29	136	0	0	Let Φ ∈ Out G = Aut G/Inn G. Two automorphisms φ, ψ ∈ Φ are said to be
19.30	136	0	0	An element g of a finite group G is said to be vanishing if χ(g) = 0 for some
19.31	136	1	1	Let ω(G, S) be the exponential growth rate of a group G with a finite gen-
19.32	136	0	0	Let p ⩾ 673 be a prime and r ⩾ 2 be an integer. Let B be the free group
19.33	136	0	0	Conjecture: Let G be a finite group, p a prime number, and P a Sylow p-
19.34	136	0	0	Let G be a finitely generated group such that for every element g ∈ G the
19.38	136	1	1	Suppose that H is a subgroup of a finite soluble group G that covers all
19.39	136	0	0	A group is said to be X-critical if it does not belong to X but all its proper
19.41	137	1	1	Let ϕ be an automorphism of a free group F of finite rank, and let F ⋊ Z
19.42	137	0	0	Suppose that H is a word-hyperbolic subgroup of a word-hyperbolic group
19.43	137	1	1	Suppose that φ is an automorphism of a finite soluble group G. Is the
19.44	137	0	0	By definition a profinite group has finite rank at most r if every subgroup of
19.45	137	0	0	Let G be a group generated by 3 class transpositions (see the definition in
19.46	137	0	0	Does the group CT(Z) have finitely generated infinite periodic subgroups?
19.47	138	0	1	Let K be a finite extension of degree n of a field k of odd characteristic.
19.48	138	0	0	A system of additive subgroups σij , 1 ⩽ i, j ⩽ n, of a field K is called a net
19.51	138	0	0	A finite group is monomial if each irreducible character of it is induced
19.52	138	0	0	The Gruenberg–Kegel graph (or the prime graph) GK(G) of a finite group G
19.53	138	0	0	Let G be a group generated by elements x, y, z such that
19.54	139	0	0	What are the chief factors of a finite group in which every 2-maximal subgroup
19.56	139	0	0	A ⋆-commutator is a commutator [x, y] of two elements x, y of coprime prime-
19.57	139	0	0	What are the non-abelian composition factors of a finite group G in which
19.58	139	0	0	What are the non-abelian composition factors of a finite group in which every
19.59	139	0	0	Does the group of isometries of Q3 have a free non-abelian subgroup such
19.60	139	0	0	Let R be a principal ideal domain, let d be a positive integer, and let
19.61	139	0	0	Let A = {Ar | r ∈ Φ} be an elementary carpet of type Φ over a commutative
19.62	139	0	0	Let A = {Ar | r ∈ Φ} be an elementary carpet of type  P Φ of rank         l ⩾ 2 (see
19.63	140	1	1	Let A = {A | r ∈ Φ} be an elementary carpet of type Φ over a commutative
19.64	140	0	0	Let G be a group, and (g1 , . . . , gn ) a tuple of its elements. The type of this tuple
19.65	140	0	0	It is well known that varieties of groups form a free semigroup N
19.66	140	0	0	We say that a variety Θ is of Tarski type if any two non-abelian Θ-free groups
19.68	140	0	0	For a finite group G and a permutation group K, let bG (K) denote the
19.69	141	0	0	(P. Wesolek). The acronym tdlc stands for totally disconnected and locally
19.70	141	0	0	(P. Wesolek and P.-E. Caprace). Let S denote the class of nondiscrete com-
19.71	141	0	0	(G. Willis). Can a group G in S be such that every element of G normalizes
19.72	141	0	0	Let G be a group in S . Can every element of G have trivial contraction
19.73	141	0	0	(P.-E. Caprace and N. Monod). Is there a compactly generated, locally com-
19.74	141	1	1	A subgroup H of a group G is called pronormal if H and H g are conjugate in
19.76	141	0	0	A semigroup presentation is called tree-like if all relations have the form a = bc
19.77	141	0	0	The Stable Small Cancellation Conjecture: If F is a free group of rank r ⩾ 2,
19.78	142	0	0	Does there exist an infinite simple subgroup of SL(2, Q)?
19.79	142	0	0	(T. Springer). Let G be a group. Suppose that for every integer n > 0 the
19.82	142	0	1	Let h∗ (G) denote the generalized Fitting height of a finite group G defined
19.83	142	0	0	An element g of a group G is almost Engel if there is a finite set E (g) such
19.86	142	0	0	Suppose that a finite group G has a σi -Hall subgroup for every i ∈ I. Suppose
19.89	142	0	0	A permutation group is subdegree-finite if every orbit of every point stabiliser
19.90	142	0	0	A skew brace is a set B equipped with two operations + and · such that (B, +)
19.91	143	0	0	Let G be a finite group with an abelian Sylow p-subgroup A. Suppose that
19.92	143	1	1	Let A be the algebra of 3×3 skew-Hermitian matrices over the real octonions,
19.93	143	0	0	Conjecture: There exists a function f : N × N → N such that, if G is a finite
19.94	143	1	1	By definition two elements g and g of a free metabelian group F with
19.95	143	0	0	Let GΓ be a partially commutative soluble group of derived length n ⩾ 3 with
19.96	143	0	0	Let M be a free metabelian group of finite rank r ⩾ 2, and let P be the set of
19.97	144	0	0	Let G be an m-generated group the elementary theory of which T h(G) coin-
19.99	144	0	0	Is it true that for any positive integer t there is a positive integer n(t) such
19.100	144	1	1	Suppose that a finite group G admits a factorization G = AB = BC = CA,
19.102	144	1	1	A subgroup H of a free group F is called inert if r(H ∩ K) ⩽ r(K) for
19.103	144	1	1	Is it true that an intersection of compressed subgroups is compressed?
19.104	144	1	1	Is there an algorithm which decides whether a given subgroup of F is inert?
19.105	144	1	1	Is it true that the fixed subgroups of endomorphisms of F are inert?
19.106	144	0	0	Let G be a uniformly locally finite group (which means that there is a
19.107	145	0	0	Let A E be the smallest class of locally compact groups such that
19.108	145	0	0	Let P be a finite p-group, where p is an odd prime. Let χ be a complex
19.110	145	0	0	(G. M. Bergman and A. Magidin). Do there exist varieties of groups in which
19.111	145	0	0	Do there exist infinite groups all of whose proper subgroups are cyclic of
20.1	146	0	0	For k ⩾ 1, a group G is said to be totally k-closed if in each of its faithful
20.2	146	1	1	Are there any nonabelian simple groups of Lie type which are totally 3-closed?
20.3	146	0	0	For each k, each group of order k is totally k-closed, while the alternating group
20.4	146	0	0	A finite group G is said to be cut (or inverse semi-rational ) if ⟨x⟩ = ⟨y⟩ implies
20.5	146	0	0	(Well-known problem). Let G be a finite group, and V(ZG) the group of
20.6	147	0	0	(W. Kimmerle). The prime graph (or Gruenberg–Kegel graph) Γ(X) of a group
20.7	147	0	0	(W. Boone and G. Higman) Does every finitely generated group with solvable
20.8	147	0	0	Suppose K < H < F are free groups of finite rank such that rank(H) <
20.9	147	0	0	In the group algebra of a free group over a field, does every element whose
20.10	147	0	1	(a) If U and U ′ are nonprincipal ultrafilters on N, can every group which
20.11	148	0	0	Let F ⩽ H be free groups such that there exists a free group G of finite rank
20.12	148	0	0	Let us say that a group G has the unique n-fold product property (u.-n-p.) if
20.13	148	1	1	(a) If an abelian group can be written as a homomorphic image of a non-
20.14	149	0	1	(a) Do there exist a variety V of groups and a group G ∈ V such that the
20.15	149	0	0	Let κ be an infinite cardinal. If a residually finite group G is embeddable
20.16	149	0	0	By Hartley’s theorem (based on CFSG), if a simple locally finite group does
20.17	150	0	1	The normal covering number γ(G) of a finite non-cyclic group G is the mini-
20.18	150	0	0	Let Rpk be the variety of class 2 nilpotent groups of exponent pk , where p is
20.19	150	0	0	A subgroup H of a group G is called commensurated if for all g ∈ G, the
20.20	150	0	0	Let E(l, m, n) be a group on generators a, b with the presentation ⟨a, b |
20.21	150	0	0	(G. Verret). Does there exist a finite group G with two normal subgroups
20.22	150	1	1	Let G be a non-free and non-cyclic one-relator group in which every subgroup
20.23	151	1	1	Is there a constant δ with 0 < δ < 1 and an integer N such that whenever
20.24	151	0	0	Does the group SL2 (Z[ 2]) admit a faithful transitive amenable action?
20.25	151	0	0	Let n = k 2 . Let σ ∈ Sn be the product of k disjoint cycles, of lengths
20.26	151	0	0	Let ϕ be the Euler totient function. Does there exist a constant a > 0 such
12.77	151	0	0	J. González-Sánchez, A. Jaikin-Zapirain
20.27	151	1	1	Let G be a finite group, p a prime number, and let |xG | denote the maximum
20.28	151	0	0	Let L be a non-abelian finite simple group, and let H(L) = M (L).L be the
20.29	151	0	0	Let S be a non-abelian finite simple group. Is it true that for any n ∈ N, if
20.30	151	0	0	(P. M. Neumann and M. R. Vaughan-Lee). Let G be a perfect and centreless
20.31	152	0	0	Let ω(G) denote the set of element orders of a finite group G, and h(G) the
20.32	152	0	0	(E. Rapaport Strasser). The Lovász conjecture states that a vertex-transitive
20.33	152	0	0	(A. Bauer). Does Higman’s Embedding Theorem relativize in the following
20.34	152	0	0	Let f be an inner screen of a saturated formation F and suppose that a finite
20.35	152	0	0	(Well-known problem). Let S be a connected orientable hyperbolic surface of
20.36	152	0	0	The free Burnside group of exponent four on three generators, B(3, 4), has
20.37	153	0	0	Is it true that for every finite group G and every factorization |G| = ab there
20.38	153	0	0	Suppose that H is an almost simple group of Lie type and G is a finite group
20.39	153	0	0	Let F be a non-abelian finitely generated free group, 1 ̸= w ∈ F , and n ⩾ 1.
20.40	153	0	0	Let G be a κ-existentially closed group of cardinality λ > κ, where κ is a
20.41	153	1	1	(L. Ciobanu, B. Fine, G. Rosenberger). Suppose that G is a non-cyclic resid-
20.42	153	0	0	(Y. Cornulier, A. Mann, A. Thom). Does there exist a finitely generated resid-
20.43	153	0	0	Is every family of finite groups satisfying a common group law uniformly
20.44	153	0	0	The definition of CT(Z) is given in 17.57. Is it true that a finitely generated
20.45	154	0	0	Let n be a positive integer, and let G ⩽ GL(n, Z) be finitely generated. Given
20.46	154	0	0	A group action on a compact space is said to be topologically free if the set of
20.47	154	0	0	Let G = Fn be a finitely generated free group. Let X be a compact G-space
20.48	154	0	0	Suppose that P is a finite p-group with a non-trivial partition (which is
20.49	154	0	0	Is it true that any finite group contains a 2-generated subgroup with the same
20.50	154	0	0	For a positive integer m, let Gm be the largest group generated by m invo-
20.51	154	0	0	Is it true that for every odd integer t > 3 there exists a finite non-abelian
20.52	154	0	0	A famous result of Burnside states that if k(G) is the number of conjugacy
20.53	154	0	0	A nonisotropic unitary graph Γ is distance-regular with intersection array
20.54	155	0	0	A distance-regular graph of diameter 3 with the second eigenvalue θ1 = a3 is
20.55	155	0	0	Are there soluble finite groups G and H, of derived lengths 2 and 4 and having
20.56	155	0	0	Is a periodic group G locally finite if it is generated by involutions and the
20.57	155	0	0	Is a periodic group G locally finite if every finite subgroup of G is contained
20.58	155	0	1	Let ω(G) denote the set of element orders of a finite group G. A finite group G
20.59	155	0	0	A subgroup H is called a virtual retract of a group G if H is a retract of
20.60	155	0	0	We say that G is a virtually compact special group if G has a finite-index
20.61	156	0	0	Suppose that G is a virtually compact special group. Is it true that the
20.62	156	0	0	(J. Dixmier) A group is said to be unitarisable if its every uniformly
20.63	156	0	0	a) Prove that every unitarisable group has trivial cost.
20.64	156	0	0	Let G be a non-amenable group.
20.65	156	0	0	Given a complex irreducible character χ ∈ Irr(G) of a finite group G, let Q(χ)
